,links,names,ratings,price for one,cuisine
100,https://www.zomato.com/visakhapatnam/sbm-mandi-restaurant-nad-junction-vizag/order,SBM Mandi Restaurant,3.8,₹100 for one,"Mandi, North Indian, Mughlai, Kebab, Chinese, Biryani, Desserts, Beverages"
101,https://www.zomato.com/visakhapatnam/pizza-store-kurmannapalem-vizag/order,Pizza Store,3.1,₹100 for one,"Pizza, Fast Food, Beverages"
102,https://www.zomato.com/visakhapatnam/neerus-restaurant-sriharipuram-vizag/order,Neeru's Restaurant,3.3,₹100 for one,"Biryani, North Indian, Andhra, Chinese"
103,https://www.zomato.com/visakhapatnam/five-star-koli-hut-kancharapalem-vizag/order,Five Star Koli Hut,3.8,₹100 for one,"Fast Food, Burger, Rolls, Kebab"
104,https://www.zomato.com/visakhapatnam/pizza-mania-nathayyapalem-vizag/order,Pizza Mania,3.9,₹100 for one,"Pizza, Fast Food"
105,https://www.zomato.com/visakhapatnam/pastry-chef-nad-junction-vizag/order,Pastry Chef,4.5,₹100 for one,"Bakery, Desserts, Chinese, Pizza, Sandwich, Fast Food, Sichuan, Beverages"
106,https://www.zomato.com/visakhapatnam/sugar-cube-bakery-restaurant-gajuwaka-vizag/order,Sugar Cube Bakery & Restaurant,4.2,₹100 for one,"Bakery, North Indian, Biryani, Chinese, Beverages, Shake, Fast Food, Sichuan"
107,https://www.zomato.com/visakhapatnam/punjab-foods-gajuwaka-vizag/order,Punjab Foods,4.0,₹100 for one,North Indian
108,https://www.zomato.com/visakhapatnam/samosa-singh-gopalapatnam-vizag/order,Samosa Singh,3.4,₹100 for one,Street Food
109,https://www.zomato.com/visakhapatnam/robbery-house-nad-junction-vizag/order,Robbery House,4.1,₹100 for one,"Pizza, Fast Food, Street Food, Desserts, Ice Cream, Shake, Beverages"
110,https://www.zomato.com/visakhapatnam/crispys-fried-chicken-nad-junction-vizag/order,Crispy's Fried Chicken,4.1,₹100 for one,"Fast Food, Burger, Beverages"
111,https://www.zomato.com/visakhapatnam/anna-hot-chat-and-panipuri-gajuwaka-vizag/order,Anna Hot Chat And Panipuri,4.2,₹50 for one,Street Food
112,https://www.zomato.com/visakhapatnam/joshmithas-sukh-sagar-restaurant-nad-junction-vizag/order,Joshmitha's Sukh-Sagar Restaurant,4.2,₹50 for one,"Chinese, North Indian, Sichuan, Rolls"
113,https://www.zomato.com/visakhapatnam/deccan-fried-chicken-gajuwaka-vizag/order,Deccan Fried Chicken,4.3,₹50 for one,"Fast Food, Burger, Pizza, Beverages"
114,https://www.zomato.com/visakhapatnam/kolkata-famous-egg-rolls-kancharapalem-vizag/order,Kolkata Famous Egg Rolls,3.4,₹50 for one,"Rolls, Momos, Chinese"
115,https://www.zomato.com/visakhapatnam/chandu-sweets-nad-junction-vizag/order,Chandu Sweets,4.0,₹50 for one,"Mithai, Desserts, Street Food"
116,https://www.zomato.com/visakhapatnam/the-pizza-mania-1-nad-junction-vizag/order,The Pizza Mania,3.7,₹50 for one,"Pizza, Street Food, Desserts"
117,https://www.zomato.com/visakhapatnam/chaat-galli-nad-junction-vizag/order,Chaat Galli,4.2,₹50 for one,"Street Food, North Indian"
118,https://www.zomato.com/visakhapatnam/shero-home-food-andhra-kancharapalem-vizag/order,Shero Home Food - Andhra,3.9,₹50 for one,South Indian
119,https://www.zomato.com/visakhapatnam/creme-berry-nad-junction-vizag/order,Creme Berry,4.0,₹50 for one,"Ice Cream, Desserts, Shake"
